"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ifi47",2.48182154352755e-11,1.36036854144889,1,1,6.05217001604629e-07
"Lgals3bp",2.55906870081793e-11,1.82558250650388,1,1,6.24054493381461e-07
"H2-Ab1",2.61906838260421e-11,2.05376530591977,1,1,6.38686015781863e-07
"Rps27",3.82597638975624e-11,-0.766030627002472,1,1,9.33002602405957e-07
"Esco2",4.04940522114325e-11,0.807334735570159,1,1,9.87487957227994e-07
"Nop10",4.11639678446322e-11,-0.623038248596243,1,1,1.0038245198592e-06
"Gbp9",4.77810757540653e-11,0.54434107653542,1,0,1.16518931333864e-06
"Kif4",5.438422176317e-11,0.602644733852244,1,1,1.32621363191666e-06
"Apol9b",5.46159347243528e-11,1.46791824822454,1,0.75,1.33186418418807e-06
"BC051076",5.57127820014389e-11,-0.665919559583442,1,1,1.35861190188709e-06
"Shisa5",6.42702221842886e-11,0.87300448109668,1,1,1.56729363818606e-06
"Sp100",6.61481588311194e-11,1.4634327982386,1,1,1.61308900125568e-06
"Parp9",6.73886405937184e-11,1.40877811089568,1,1,1.64333938951842e-06
"Ifi203",7.20159148725059e-11,1.61877928655865,1,1,1.75618010008093e-06
"Cxcl16",8.51775645451882e-11,0.755023819513306,1,1,2.07714008899896e-06
"Igtp",9.14395665718389e-11,1.59778842551217,1,1,2.22984527042086e-06
"Rpl35a",1.01440822889484e-10,-0.559195263595782,1,1,2.47373590698296e-06
"Cenpm",1.05661126843585e-10,0.627654768126627,1,1,2.57665223920767e-06
"Cox7b",1.06659708498197e-10,-0.573240318931699,1,1,2.60100365143704e-06
"Sp140",1.24726179215775e-10,0.589113734260683,1,1,3.04157260635589e-06
"Serping1",2.1037484536334e-10,1.28460354925026,1,1,5.13020097903041e-06
"Ltbp1",2.21360613958483e-10,0.717805613726613,1,1,5.39809993199157e-06
"Slfn8",2.78560742296849e-10,0.590782800926252,1,1,6.79298226165096e-06
"Mcm7",2.85771097752457e-10,0.655163285850461,1,1,6.96881398979142e-06
