"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rpl13",1.07549049330551e-17,-0.542338949573277,1,1,2.62269111697482e-13
"Tef",1.20838335392491e-17,1.12528219804804,1,1,2.94676364688128e-13
"Ndufa4",1.21069130361972e-17,-0.789877040082103,1,1,2.95239181300706e-13
"Micos13",1.27869902974447e-17,-0.519640734013978,1,1,3.11823545393487e-13
"Nqo1",1.35653024834656e-17,-0.825821095553507,1,1,3.30803466361791e-13
"Ran",2.18700112110589e-17,-0.685524630246661,1,1,5.33322093392883e-13
"Rpl29",2.22524577511179e-17,-0.671125941686102,1,1,5.42648434718761e-13
"Itm2b",2.2426786065253e-17,-0.610970709417082,1,1,5.4689960498726e-13
"Polr2j",2.26233697067406e-17,-0.637078058794803,1,1,5.51693493668576e-13
"Cst3",2.33856887157734e-17,-0.859442294240902,1,1,5.70283405022851e-13
"D8Ertd738e",2.37003564579952e-17,-0.62057868377495,1,1,5.77956892584672e-13
"Ndufv2",2.52213447332137e-17,-0.637585579685328,1,1,6.1504771266415e-13
"Jund",2.55570757756764e-17,-0.691094261770559,1,1,6.23234849865644e-13
"Pfn1",2.70690460966991e-17,-0.636129504299716,1,1,6.60105758114105e-13
"Atp6v0c",2.99430993872258e-17,-0.841333570767095,1,1,7.30192421656887e-13
"Atp5j",3.4706191419987e-17,-0.692170441883966,1,1,8.46345183967802e-13
"Uqcrfs1",3.52026312851316e-17,-0.626107628139695,1,1,8.58451366519218e-13
"Rps27l",3.57176854982833e-17,-0.595577752676356,1,1,8.71011478561135e-13
"Srp9",3.71539037419352e-17,-0.597955909872567,1,1,9.06035096650831e-13
"Rps3a1",4.03159553493592e-17,-0.660511496947294,1,1,9.83144887149474e-13
"Rps24",4.28217217445353e-17,-0.615751680728347,1,1,1.04425050646224e-12
"Nabp1",4.54475809659749e-17,1.23225705512144,1,1,1.10828470943626e-12
"Rps15a",4.96431997045588e-17,-0.586950122342328,1,1,1.21059906799537e-12
"Atp5o",6.8728931486906e-17,-0.728742418914456,1,1,1.67602372323969e-12
"Rps16",7.52310139110175e-17,-0.568276853118834,1,1,1.83458350523407e-12
"Bax",9.14136019309136e-17,-0.572275908899083,1,1,2.22921209668726e-12
"Ints6",9.37872138715523e-17,1.06941534011001,1,1,2.28709499747167e-12
"Vapa",9.61842839485705e-17,-0.624692904805365,1,1,2.34554994836984e-12
"Epas1",1.14049521890522e-16,1.11109417186946,1,1,2.78121164082226e-12
"Snu13",1.14430705727211e-16,-0.507009577649336,1,1,2.79050718986377e-12
"Rps11",1.17979298758967e-16,-0.597116099944937,1,1,2.87704317953617e-12
"Psenen",1.31693712862424e-16,-0.629289166391601,1,1,3.21148288186306e-12
"Cstb",1.46888657338953e-16,-0.557114953987076,1,1,3.58202679786772e-12
"Ahnak",1.56070714709822e-16,1.38038129002006,1,1,3.80594044891371e-12
"Pebp1",1.69315118934382e-16,-0.61314794552255,1,1,4.12891849033383e-12
"Ier2",1.84212036481187e-16,-0.641392811457733,1,1,4.49219472163024e-12
"Cyb5a",1.849642508868e-16,-0.74875182149295,1,1,4.5105382221255e-12
"Ndufb8",1.95785393376118e-16,-0.755244732161541,1,1,4.77442260287001e-12
"Gclc",2.007788574504e-16,-0.5090953285219,1,1,4.89619321778545e-12
"Psmb6",2.08531327799979e-16,-0.611120472913917,1,1,5.08524495973028e-12
"mt-Nd3",2.13659715175947e-16,1.09767456717777,1,1,5.21030581428065e-12
"Eif1",2.16366239035197e-16,-0.754318503201574,1,1,5.27630710511231e-12
"Blvrb",2.49060173678545e-16,-0.634329400153138,1,1,6.073581395325e-12
"Ube2n",2.79112981194793e-16,-0.5629152103939,1,1,6.80644915941621e-12
"Ndufb11",3.14229327678813e-16,-0.685656664872831,1,1,7.66279638477554e-12
"Atp5g2",3.59324473206572e-16,-0.66548217053856,1,1,8.76248660361546e-12
"Tmem59",3.70539315630112e-16,-0.725578480542278,1,1,9.03597175095592e-12
"Rnasek",3.80509310728567e-16,-0.865151768520245,1,1,9.27910005142683e-12
"Plxnb1",4.19259161210123e-16,1.03205605691917,1,1,1.02240539052701e-11
"Gstm1",4.23724293351573e-16,-0.60960612379373,1,1,1.03329406176715e-11
"Ndufs3",4.33226685423161e-16,-0.529766992956691,1,1,1.05646659507292e-11
"Erh",5.4093570023645e-16,-0.713697814421356,1,1,1.31912579859661e-11
"Wdr83os",5.68386763177423e-16,-0.637667118789994,1,1,1.38606796068446e-11
"Btg2",6.50641725891421e-16,-0.476065083331351,1,1,1.58665491275882e-11
"Ndufab1",6.7838097056156e-16,-0.628050605841119,1,1,1.65429983481142e-11
"Tmed2",7.00983539098111e-16,-0.54510198669278,1,1,1.70941845844465e-11
"Psma3",7.61463294287369e-16,-0.646358890058599,1,1,1.85690438944918e-11
"Polr1d",8.38971036513885e-16,-0.526621618338407,1,1,2.04591476964276e-11
"Cd14",9.02362584759032e-16,-0.531010040577526,1,1,2.20050139919337e-11
"Dpy30",9.02440461186326e-16,-0.636162382791058,1,1,2.20069130864897e-11
"Sar1b",9.63118799982629e-16,-0.56849617991449,1,1,2.34866150563764e-11
"Rpl17",1.12170174147952e-15,-0.578572866472962,1,1,2.73538186677196e-11
"Atp6ap2",1.2015094760185e-15,-0.549592076570734,1,1,2.93000100821871e-11
"Gng5",1.39654172224924e-15,-0.654551548915481,1,1,3.40560664387699e-11
"Rpl8",1.47120391039437e-15,-0.527091775101397,1,1,3.58767785588772e-11
"Eef1a1",1.58926686307811e-15,-0.419438532317226,1,1,3.87558617230229e-11
"Trappc4",1.61264600320117e-15,-0.582416400673678,1,1,3.93259854340638e-11
"Rps3",1.68674829730939e-15,-0.539595077100667,1,1,4.11330439781867e-11
"H3f3a",1.83452517238931e-15,-0.677514794864133,1,1,4.47367308538857e-11
"Psmb5",1.83804334179381e-15,-0.6328870492689,1,1,4.48225249329839e-11
"Rpsa",2.04922697099208e-15,-0.446609829380343,1,1,4.99724489146128e-11
"Rpl22l1",2.08202707275285e-15,-0.547041054664294,1,1,5.07723121961509e-11
"Rpl7",2.48666581325588e-15,-0.608274202584418,1,1,6.0639832522058e-11
"Ndufb9",2.50161850255194e-15,-0.582284091598332,1,1,6.10044688032316e-11
"Rps20",2.63529642422825e-15,-0.517305835274143,1,1,6.42643386012301e-11
"Ndufb10",2.69476419966086e-15,-0.722344000625202,1,1,6.57145197729297e-11
"Rpl12",2.74566290464914e-15,-0.528429384486086,1,1,6.6955735592774e-11
"Bri3",2.79608732234156e-15,-0.603222514395927,1,1,6.81853854426213e-11
"Txnl1",2.79692164931699e-15,-0.502006948716754,1,1,6.82057313402441e-11
"Rps9",3.07990712299316e-15,-0.598278575089145,1,1,7.51066151013111e-11
"Pgls",3.13658651523008e-15,-0.492543103875797,1,1,7.64887987604008e-11
"Hnrnpf",3.18961935554471e-15,-0.629607432499903,1,1,7.77820576043133e-11
"Tns4",3.22260198568297e-15,1.07068135071693,1,1,7.85863720228648e-11
"Ctsl",3.71073619813904e-15,-0.41733826478906,1,1,9.04900129278185e-11
"Hint1",3.74864677357198e-15,-0.648873573293889,1,1,9.14145002203264e-11
"Sdhb",5.05168828350268e-15,-0.51071303638076,1,1,1.23190470481496e-10
"Rpl27",5.29313103079059e-15,-0.605910720594274,1,1,1.29078293316859e-10
"Mpc1",5.56144667373179e-15,-0.785549900162468,1,1,1.35621438585623e-10
"Sumo2",6.20248091979022e-15,-0.878370144956015,1,1,1.51253699710004e-10
"Smim11",6.43539182197914e-15,-0.495424879910221,1,1,1.56933464970783e-10
"Ndufb3",6.55262682791404e-15,-0.595286333341749,1,1,1.59792357825512e-10
"Tsix",6.69950755015262e-15,1.01267826112136,1,1,1.63374191118022e-10
"Drap1",6.77374728972421e-15,-0.485480944453971,1,1,1.65184601407215e-10
"Snrpb",7.18247974419439e-15,-0.575992694849772,1,1,1.75151951041924e-10
"Utp14b",7.35373305162928e-15,1.15713586247231,1,1,1.79328134197032e-10
"Mrps18c",7.67132055802694e-15,-0.545971818444303,1,1,1.87072823128045e-10
"Socs3",7.85495138337166e-15,-0.555257136354355,1,1,1.91550844434901e-10
"Ndufa8",8.6059634819576e-15,-0.565713110624753,1,1,2.09865025471018e-10
"Srp14",8.88216870662389e-15,-0.684463205545374,1,1,2.1660056607973e-10
"Mrpl23",9.04588250880274e-15,-0.504885004508754,1,1,2.20592890859664e-10
"Chka",9.11220316758061e-15,1.06118134202477,1,1,2.22210186444621e-10
"Rps13",1.04200904249915e-14,-0.644803003225384,1,1,2.54104325103842e-10
"Cct2",1.04554806725915e-14,-0.48241911087494,1,1,2.54967351681815e-10
"Mrpl14",1.11505482419464e-14,-0.527204366234158,1,1,2.71917269428105e-10
"Snrpd1",1.13755819901099e-14,-0.521473564483597,1,1,2.7740494241082e-10
"Psmd8",1.15120011019157e-14,-0.57826410001086,1,1,2.80731658871316e-10
"Timm8b",1.18921697358322e-14,-0.522122787726452,1,1,2.90002451178003e-10
"Btf3",1.36092748027185e-14,-0.691313580167028,1,1,3.31875775339094e-10
"Rex1bd",1.36950845837552e-14,-0.490375885117537,1,1,3.33968332659455e-10
"Ndufc2",1.39186802855372e-14,-0.815379998345192,1,1,3.3942093744311e-10
"Pfdn5",1.45304248132453e-14,-0.736156062423819,1,1,3.54338939495799e-10
"Ranbp1",1.58704786765184e-14,-0.481028214086924,1,1,3.87017493005577e-10
"Psma2",1.60061916257696e-14,-0.703654337328786,1,1,3.90326988986018e-10
"Rpl7a",1.70492121363388e-14,-0.577555621575003,1,1,4.15762087156758e-10
"Cct5",1.82003553746889e-14,-0.483925562838361,1,1,4.43833866167163e-10
"Reep5",2.30868382522461e-14,-0.51535866356719,1,1,5.62995637619274e-10
"Aldoa",2.35166261674253e-14,-0.700476910179305,1,1,5.73476445718834e-10
"Pdcd5",2.43627368108362e-14,-0.481853820432725,1,1,5.94109699869052e-10
"Atp5c1",2.48276418787215e-14,-0.565292344300083,1,1,6.05446874854503e-10
"Gm26917",2.54375315038226e-14,1.05730568026239,1,1,6.20319643252218e-10
"Cox4i1",2.91874138057586e-14,-0.64904504169816,1,1,7.11764273067228e-10
"Eif3i",2.97286939326e-14,-0.453293772061372,1,1,7.24963930240384e-10
"Mpc2",2.99035350684398e-14,-0.575333478297933,1,1,7.29227606178972e-10
"Ssu72",3.07077510414744e-14,-0.50450184340319,1,1,7.48839216897395e-10
"Ppdpf",3.09646973077921e-14,-0.563270827227756,1,1,7.55105108547817e-10
"Rpl30",3.33052275144303e-14,-0.555748777329259,1,1,8.12181278166896e-10
"Emc6",3.38765805851218e-14,-0.541828351749534,1,1,8.2611429414878e-10
"Arf5",3.55612221430308e-14,-0.538462246067349,1,1,8.67195963179948e-10
"Tomm22",3.83062473565564e-14,-0.528095564732882,1,1,9.34136148036984e-10
"Tkt",3.96133091115947e-14,-0.421284325963768,1,1,9.66010155995349e-10
"Apoe",4.00607468373501e-14,-0.514159714263378,1,1,9.76921372375619e-10
"Ndufs7",4.17462775344691e-14,-0.529345034195907,1,1,1.01802472395556e-09
"Rpl21",4.18903316169925e-14,-0.573753792435877,1,1,1.02153762681198e-09
"Anxa5",4.31716373920328e-14,-0.524517956236932,1,1,1.05278354944211e-09
"0610009B22Rik",4.40611982537439e-14,-0.58955010196577,1,1,1.0744763806158e-09
"Snrpd2",4.41500035370633e-14,-0.467576800559095,1,1,1.07664198625483e-09
"Col17a1",5.27836936716658e-14,0.997409950090539,1,1,1.28718315387724e-09
"BC005537",5.55340120542529e-14,1.01148810428618,1,1,1.35425241795501e-09
"Mrpl32",5.68311707622371e-14,-0.586018843312598,1,1,1.38588493020791e-09
"Rps14",5.82285881621072e-14,-0.544424304996594,1,1,1.41996235092115e-09
"Hk2",6.04466565109136e-14,1.0366042346684,1,1,1.47405216567514e-09
"Bcap31",6.11572699038107e-14,-0.430612606237795,1,1,1.49138118387433e-09
"Tubb5",6.32031680750005e-14,-0.548829919837401,1,1,1.54127245667696e-09
"Gsta4",7.98473340323343e-14,-0.559578870903334,1,1,1.9471570877125e-09
"Vps28",8.16756221514422e-14,-0.493046342696362,1,1,1.99174172178507e-09
"Tomm20",8.54999173204475e-14,-0.417678865902999,1,1,2.08500098377643e-09
"Ybx1",8.78613728097262e-14,-0.632493970002171,1,1,2.14258743733798e-09
"Atp5h",8.96472625949228e-14,-0.74471417580328,1,1,2.18613814563979e-09
"Fbxl18",9.68933971223432e-14,0.957380625367045,1,1,2.36284238222546e-09
"Ndufb7",9.69269220461496e-14,-0.66435223262959,1,1,2.3636599210174e-09
"Psmd4",9.82541850867919e-14,-0.556006634917924,1,1,2.39602655752651e-09
"Rbx1",1.02395838713913e-13,-0.675958008474129,1,1,2.49702492287748e-09
"Lsm6",1.03094731675608e-13,-0.555794371803014,1,1,2.51406812664138e-09
"Timm13",1.05531876279753e-13,-0.461832912059678,1,1,2.57350033495805e-09
"Dbi",1.1461012168438e-13,-0.538417804292453,1,1,2.7948824273953e-09
"Rpl3",1.24302950356604e-13,-0.548934685987723,1,1,3.03125174739615e-09
"Churc1",1.24617079197652e-13,-0.514086808329463,1,1,3.03891209331395e-09
"Cnbp",1.25572085921928e-13,-0.686722132332567,1,1,3.06220088729212e-09
"Pigp",1.29489580167794e-13,-0.538344643140482,1,1,3.15773290197183e-09
"Rps27a",1.31947549625389e-13,-0.611545864370553,1,1,3.21767294516475e-09
"Ube2e3",1.32298779658283e-13,-0.506606921320862,1,1,3.2262380407469e-09
"S100a10",1.33880997496161e-13,-0.600332772105585,1,1,3.26482200494139e-09
"Ddt",1.37898627263443e-13,-0.477544780496571,1,1,3.36279592444633e-09
"Txndc17",1.42562890513986e-13,-0.433242288018532,1,1,3.47653864807406e-09
"Rpl28",1.53797872583201e-13,-0.4877361963842,1,1,3.75051492081394e-09
"Ssna1",1.60699218268583e-13,-0.52293433324027,1,1,3.91881113669768e-09
"Erp29",1.74754178965198e-13,-0.51703212427437,1,1,4.26155540824533e-09
"Atp6v1f",1.91715746681849e-13,-0.687598957199545,1,1,4.67518019858357e-09
"Eif3k",1.92310989803232e-13,-0.556865427745359,1,1,4.68969579734161e-09
"Cisd1",1.98721219593115e-13,-0.528501698678895,1,1,4.84601566099771e-09
"Nop10",2.11338405936927e-13,-0.493377866425652,1,1,5.1536983671779e-09
"Eif3m",2.1868732950537e-13,-0.440090066037731,1,1,5.33290921731795e-09
"H2afv",2.25170494393193e-13,-0.467520040070167,1,1,5.49100767627242e-09
"Rexo2",2.28233790721893e-13,-0.550363392946271,1,1,5.56570922054407e-09
"Cox7a2",2.33002826107601e-13,-0.538428108193988,1,1,5.68200691745996e-09
"Eif3h",2.65175949760453e-13,-0.636337045224998,1,1,6.4665807108584e-09
"Lamtor2",2.77028475265647e-13,-0.500175169858817,1,1,6.75561639782807e-09
"Esd",2.87525394745584e-13,-0.532047533971784,1,1,7.01159427626582e-09
"Wfdc18",2.89548570132678e-13,-2.58479594194845,1,1,7.06093143125549e-09
"Psmd13",3.04002494458461e-13,-0.474884454623325,1,1,7.41340482986402e-09
"Elob",3.11725908562178e-13,-0.562172355220325,1,1,7.60174800619728e-09
"Rpl26",3.21749040821522e-13,-0.525196322564542,1,1,7.84617210947364e-09
"Uqcrb",3.35661086919741e-13,-0.625206138176084,1,1,8.1854312656248e-09
"Slc25a5",3.393553682827e-13,-0.560419926729131,1,1,8.27552001094193e-09
"Eef1d",3.53792527674339e-13,-0.533047359536217,1,1,8.62758457986644e-09
"Fam162a",3.70228393707992e-13,-0.474089689882354,1,1,9.02838960896308e-09
"Gclm",3.86058962618013e-13,-0.513090016033702,1,1,9.41443386240287e-09
"Rpl23",3.92717183445325e-13,-0.508185439244244,1,1,9.5768012354977e-09
"Bcas2",4.15617200309823e-13,-0.519573604217234,1,1,1.01352410467553e-08
"Selenow",4.24108873022007e-13,-0.722899903842703,1,1,1.03423189775147e-08
"Ndufs8",4.47916069104792e-13,-0.43266525563035,1,1,1.09228812611895e-08
"Csnk2b",4.54191585691246e-13,-0.481089711842179,1,1,1.10759160086667e-08
"Pam16",4.62162278091347e-13,-0.57429724280998,1,1,1.12702893135356e-08
"Ndufa11",4.70982145382749e-13,-0.538564901561177,1,1,1.14853705973037e-08
"Cct4",4.73295109472542e-13,-0.43679230712587,1,1,1.15417745395974e-08
"Dctn3",4.85753810584034e-13,-0.542424419485472,1,1,1.18455924249022e-08
"Atp6v1g1",5.22379914938819e-13,-0.756392311089041,1,1,1.2738756605698e-08
"Arpc1a",5.38466968384857e-13,-0.616506958147737,1,1,1.31310554910331e-08
"Oaz1",5.61663482623256e-13,-0.663611503614973,1,1,1.36967256872507e-08
"Ddost",5.66227160667554e-13,-0.48202566944683,1,1,1.3808015540039e-08
"Aurkaip1",6.33384881680257e-13,-0.464328599500438,1,1,1.54457237246548e-08
"Eif3f",6.89782721286912e-13,-0.533596107598649,1,1,1.68210414413026e-08
"Krtcap2",6.90022704027965e-13,-0.623346828781638,1,1,1.6826893660426e-08
"Tecr",6.99050315400777e-13,-0.547657421550981,1,1,1.70470409913633e-08
"Homer1",7.12330237764932e-13,0.943170052916594,1,1,1.73708851781356e-08
"Psme2",7.66518334772e-13,-0.400646908265039,1,1,1.869231611175e-08
"Tubb4b",7.83397034402093e-13,-0.48731184020652,1,1,1.91039200809294e-08
"Ndufv1",8.61123500747702e-13,-0.431383679965155,1,1,2.09993576892335e-08
"Tnrc6a",8.72109956844276e-13,0.946468297642128,1,1,2.12672734076045e-08
"Gpx1",9.36913373722048e-13,-0.419432357553323,1,1,2.28475695315859e-08
"Psma5",9.67160873979126e-13,-0.553584655779562,1,1,2.3585185072855e-08
"Rap1a",9.68601747678417e-13,-0.582125362766677,1,1,2.36203222188859e-08
"Mdh1",9.98540976998985e-13,-0.698846635017716,1,1,2.43504202650972e-08
"Ndfip1",1.0030075488087e-12,-0.732017938107755,1,1,2.4459342085249e-08
"Arpc3",1.03153442535046e-12,-0.70147035959458,1,1,2.51549984965962e-08
"Casp4",1.09208754609633e-12,0.976257098566065,1,1,2.66316468991051e-08
"Gtf2h5",1.28849735267053e-12,-0.466898906927513,1,1,3.14212964422235e-08
"Tmem14c",1.30991058669905e-12,-0.559098970996503,1,1,3.19434795672431e-08
"Slc38a2",1.32061208077343e-12,1.01555356648724,1,1,3.22044462017408e-08
"Elof1",1.33096577937732e-12,-0.455939960356608,1,1,3.24569314958953e-08
"Hsbp1",1.38264890110987e-12,-0.507653895632979,1,1,3.37172761024653e-08
"Ndufb5",1.42390841417733e-12,-0.640844684874183,1,1,3.47234305881283e-08
"Rack1",1.46888322856342e-12,-0.428984433869234,1,1,3.58201864117476e-08
"Fau",1.4925652169793e-12,-0.481078927617056,1,1,3.63976953812572e-08
"Vps29",1.55199134290296e-12,-0.483844767424508,1,1,3.78468608880315e-08
"Sugt1",1.61938852822716e-12,-0.482792171534591,1,1,3.94904086493476e-08
"Aldh2",1.67965795451897e-12,-0.500212926171256,1,1,4.09601388788996e-08
"Psma1",1.68058862347391e-12,-0.403523234844411,1,1,4.09828341720349e-08
"Dad1",1.84086759453323e-12,-0.68786611742732,1,1,4.48913971602873e-08
"Pdcd6",2.03992070613776e-12,-0.502010281473837,1,1,4.97455063398754e-08
"Rnf7",2.12187178424594e-12,-0.496336077991648,1,1,5.17439653306216e-08
"Hras",2.14297185205073e-12,-0.37491311259331,1,1,5.22585115841092e-08
"Spcs2",2.24924250632175e-12,-0.664224660343527,1,1,5.48500277591623e-08
"Emc4",2.3627552564888e-12,-0.489815720945715,1,1,5.7618149684736e-08
"Suclg1",2.40085914917765e-12,-0.443579921641319,1,1,5.85473512118461e-08
"H2-Ab1",2.51321249523579e-12,1.38163885505196,1,1,6.12871999088199e-08
"Cox6a1",2.64491584558085e-12,-0.493499061660316,1,1,6.44989178103345e-08
"Basp1",2.64929427238724e-12,-0.650686348549248,1,1,6.46056901264351e-08
"Edf1",2.69690814152474e-12,-0.553217512102089,1,1,6.57668019392223e-08
"Epha2",2.78406104282261e-12,0.89055551612987,1,1,6.78921125902721e-08
"Magoh",2.98538551100025e-12,-0.408235648988043,1,1,7.28016110712521e-08
"Atraid",3.01638431627542e-12,-0.437433383571405,1,1,7.35575479366924e-08
"Psma6",3.04963555663702e-12,-0.459886768508299,1,1,7.43684126841504e-08
"1110008P14Rik",3.15408780987554e-12,-0.58606399856819,1,1,7.69155853316248e-08
"Prdx1",3.20391185588581e-12,-0.637268203441595,1,1,7.81305945176314e-08
"Rbm3",3.23877200364628e-12,-0.582298053064261,1,1,7.89806940809181e-08
"Kcnj13",3.38533355834221e-12,-0.549437443698916,1,1,8.25547441537331e-08
"Scand1",3.49733362269101e-12,-0.441774718383655,1,1,8.5285977722943e-08
"Rab5if",3.67475250113443e-12,-0.44927202266635,1,1,8.96125144926641e-08
"Park7",3.68450823161189e-12,-0.632373773712016,1,1,8.98504177360875e-08
"Rps6",3.78399468838485e-12,-0.440919881612137,1,1,9.2276494470953e-08
"Uqcrh",3.85655391938118e-12,-0.557019121014618,1,1,9.40459238780294e-08
"Myl12b",3.99748854989521e-12,-0.654434554619157,1,1,9.74827557777445e-08
"Cebpd",4.01506311162543e-12,-0.748884119493174,1,1,9.79113290400978e-08
"Polr2k",4.07799662472786e-12,-0.4565627057188,1,1,9.94460256906135e-08
"Srp19",4.2039785307681e-12,-0.436383192344794,1,1,1.02518220451311e-07
"Smdt1",4.25194355117077e-12,-0.590110236973444,1,1,1.0368789543885e-07
"Ormdl3",4.52772849206013e-12,-0.54745617080933,1,1,1.10413187007378e-07
"Trmt112",4.63604952973055e-12,-0.500353126237444,1,1,1.13054703832009e-07
"Dnaja2",4.78269150922882e-12,-0.380013151973167,1,1,1.16630715144054e-07
