"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Wasf23",2.10914299946481e-174,0.695945822474899,0.659,0.464,5.14335611849489e-170,"15","Wasf2"
"Rab5c4",4.11260600405161e-171,0.88312480431052,0.463,0.272,1.00290010014803e-166,"15","Rab5c"
"Zfp7061",1.95817278285848e-170,0.778414575907129,0.623,0.444,4.7752001482787e-166,"15","Zfp706"
"Ube2a2",9.17246795206758e-170,0.920195188810976,0.453,0.268,2.2367980347912e-165,"15","Ube2a"
"Tle44",9.65129301944788e-170,0.936411585998275,0.354,0.178,2.35356431572256e-165,"15","Tle4"
"Cdc42ep34",1.50642366882616e-169,0.837250888742477,0.388,0.207,3.67356475879948e-165,"15","Cdc42ep3"
"Rbpms4",8.24114637478721e-168,0.739501313972109,0.33,0.16,2.00968595495561e-163,"15","Rbpms"
"Dnm22",9.57170243420039e-168,0.956543621884542,0.365,0.19,2.33415535560411e-163,"15","Dnm2"
"Snap233",6.51840658950577e-167,1.016488206855,0.264,0.118,1.58957863091688e-162,"15","Snap23"
"Cited22",2.09561853968696e-166,0.843672385168471,0.401,0.219,5.11037537088061e-162,"15","Cited2"
"Anxa58",1.22795481127705e-165,0.548794114305929,0.783,0.634,2.99449060278021e-161,"15","Anxa5"
"Akna2",1.29241734732603e-165,1.10873361763562,0.298,0.144,3.15168894318926e-161,"15","Akna"
"Epn13",7.88018460636619e-165,0.957710479954476,0.417,0.239,1.92166181810846e-160,"15","Epn1"
"Rpl416",8.85644603881233e-165,0.26762407739511,1,0.996,2.15973293102478e-160,"15","Rpl41"
"Tmem1602",1.96448273150997e-164,0.778811256337978,0.551,0.36,4.79058758906021e-160,"15","Tmem160"
"Otulin3",1.22601862648014e-162,0.977121822485824,0.354,0.187,2.98976902253448e-158,"15","Otulin"
"Bscl2",1.53108994973893e-162,1.20977825556913,0.261,0.12,3.73371595143336e-158,"15","Bscl2"
"Rnpep6",1.87533597248172e-161,1.03949140115495,0.372,0.204,4.57319430249391e-157,"15","Rnpep"
"Pkn12",2.78920276790176e-161,0.970213147655004,0.341,0.176,6.80174986980524e-157,"15","Pkn1"
"Snrpg4",1.0326393075832e-159,0.54831468107751,0.779,0.644,2.5181942154724e-155,"15","Snrpg"
"Atad2b2",1.08046208393529e-158,1.04635915602079,0.361,0.197,2.63481483788461e-154,"15","Atad2b"
"Pold43",1.55478334265703e-158,0.768399286778839,0.367,0.192,3.79149465940343e-154,"15","Pold4"
"Rnaseh2c1",3.50651669089506e-158,0.960292337220259,0.425,0.251,8.55099160241669e-154,"15","Rnaseh2c"
"Fam32a3",1.00053573288923e-156,0.863505869975551,0.451,0.271,2.43990643822367e-152,"15","Fam32a"
"Akt11",2.94199537968436e-156,1.00735565648253,0.354,0.19,7.17434993289827e-152,"15","Akt1"
"Prelid13",5.91016678970373e-156,0.769207997559112,0.555,0.377,1.44125327333715e-151,"15","Prelid1"
"Hnrnpd4",2.92293940596306e-155,0.665014227972587,0.682,0.524,7.12788003538151e-151,"15","Hnrnpd"
"Agpat45",5.78354611831582e-155,1.16111835619706,0.357,0.197,1.4103755564125e-150,"15","Agpat4"
"Map2k1",9.03467802091871e-155,1.22856645872516,0.25,0.115,2.20319658218124e-150,"15","Map2k1"
"Hnrnpf4",1.00456459132101e-154,0.470628571388072,0.868,0.775,2.44973121239542e-150,"15","Hnrnpf"
"Rpl3110",3.94319045729022e-154,0.314269138261344,0.948,0.855,9.61586424914793e-150,"15","Rpl31"
"Jarid26",6.16399240868903e-154,0.686048744449134,0.472,0.277,1.50315118878291e-149,"15","Jarid2"
"Clec2d5",7.50697404168575e-154,0.605244332488379,0.425,0.231,1.83065068980549e-149,"15","Clec2d"
"Derl11",1.15480493662749e-153,0.995142868576387,0.338,0.178,2.81610731845979e-149,"15","Derl1"
"Tpr3",2.10246942902485e-153,0.552644939213378,0.816,0.715,5.12708194961999e-149,"15","Tpr"
"Gdi23",3.189524124333e-152,0.58460549685251,0.655,0.471,7.77797352959844e-148,"15","Gdi2"
"Lmo23",1.02683082240753e-151,0.759492571896133,0.342,0.175,2.50402964352299e-147,"15","Lmo2"
"Snrpb4",2.4341379794866e-151,0.592493240662342,0.743,0.589,5.93588887677603e-147,"15","Snrpb"
"2410006H16Rik7",2.87097960355075e-151,0.70916614657848,0.544,0.352,7.00117086121885e-147,"15","2410006H16Rik"
"H2-T223",4.84348306477185e-150,0.758902589842329,0.285,0.135,1.18113178017526e-145,"15","H2-T22"
"Lpar64",9.76367019725803e-150,0.935086187513064,0.253,0.116,2.38096861430334e-145,"15","Lpar6"
"Aup13",2.23207802370687e-149,0.920269250720231,0.409,0.239,5.44314546861156e-145,"15","Aup1"
"Irf17",3.10986253448977e-149,0.978840278705313,0.38,0.211,7.58371077660676e-145,"15","Irf1"
"Arid4a4",4.51668360929394e-149,0.850483948859446,0.506,0.33,1.10143846496242e-144,"15","Arid4a"
"Psmg44",1.35054597333774e-148,0.955613617451024,0.34,0.181,3.29344141058142e-144,"15","Psmg4"
"Ahr2",3.80710727081092e-148,1.22707961237865,0.267,0.13,9.28401179059951e-144,"15","Ahr"
"Nsd34",4.11427755570967e-147,0.799140243331272,0.504,0.326,1.00330772473536e-142,"15","Nsd3"
"Synj15",2.78814320298302e-145,1.04742024072371,0.329,0.176,6.79916601479438e-141,"15","Synj1"
"Rab8a3",3.10380866196596e-145,0.814922993079606,0.468,0.292,7.56894780307019e-141,"15","Rab8a"
"Rbms17",1.91622875663538e-144,0.638586514598494,0.643,0.46,4.67291544593104e-140,"15","Rbms1"
"Nup983",3.80347744808803e-144,0.897011528945044,0.368,0.205,9.27516010490747e-140,"15","Nup98"
"Dhx38",1.01437788065233e-143,1.2158730791317,0.252,0.12,2.47366189975877e-139,"15","Dhx38"
"S100a134",1.89730800441817e-143,0.556247080081983,0.558,0.357,4.62677529957415e-139,"15","S100a13"
"Itch2",3.14497933357511e-143,0.950584516411337,0.417,0.252,7.66934660285626e-139,"15","Itch"
"Bola23",3.26135358197419e-142,0.850407455707696,0.471,0.3,7.95313684500226e-138,"15","Bola2"
"Ube2l33",1.47653311804082e-141,0.718821304875996,0.581,0.411,3.60067366165434e-137,"15","Ube2l3"
"Stx76",5.47078530829777e-141,0.738228360375427,0.512,0.332,1.33410570528149e-136,"15","Stx7"
"Marcks6",2.23871799348547e-140,0.449341670427961,0.576,0.369,5.45933769891368e-136,"15","Marcks"
"Ifi353",3.65065723700466e-140,0.952754694330511,0.283,0.14,8.90249273815956e-136,"15","Ifi35"
"Ap3s1",4.60935130467392e-140,1.03466436203979,0.254,0.121,1.12403640915778e-135,"15","Ap3s1"
"St3gal41",9.55076488772127e-140,1.07386218786894,0.266,0.13,2.32904952551971e-135,"15","St3gal4"
"Vamp32",1.05216050838839e-138,1.03572409075954,0.275,0.137,2.56579861575593e-134,"15","Vamp3"
"Nop536",3.7059781721058e-138,0.667947371869365,0.555,0.374,9.0373983704972e-134,"15","Nop53"
"Tmem1311",9.36561829845689e-138,1.06739391849114,0.315,0.169,2.2838996782617e-133,"15","Tmem131"
"Tma73",9.90978753640717e-138,0.506787924105957,0.788,0.674,2.41660078862825e-133,"15","Tma7"
"Nme16",5.2510737979924e-137,0.619197060241744,0.498,0.312,1.28052685637843e-132,"15","Nme1"
"Sde21",1.77742003053773e-135,0.898161810574135,0.381,0.221,4.33441648646932e-131,"15","Sde2"
"Vamp4",7.71821976662956e-135,1.09358345580649,0.264,0.131,1.88216507229028e-130,"15","Vamp4"
"Eif3h5",1.94780829801511e-134,0.514814891716079,0.763,0.63,4.74992531553964e-130,"15","Eif3h"
"Scamp22",6.15056461140009e-134,0.776363101217597,0.411,0.244,1.49987668613603e-129,"15","Scamp2"
"Bax2",1.14304305112278e-133,0.70053242220394,0.552,0.377,2.78742478446802e-129,"15","Bax"
"Arid5a4",2.90342985426894e-133,0.943469576364739,0.291,0.149,7.08030404262023e-129,"15","Arid5a"
"Cmtm63",9.61162318378972e-133,0.917801759529329,0.29,0.148,2.34389042959896e-128,"15","Cmtm6"
"Vps26a1",3.96975519918034e-132,1.03913567178412,0.284,0.147,9.68064502872118e-128,"15","Vps26a"
"Adipor23",1.00082387473145e-131,0.971397749965039,0.296,0.155,2.44060910092011e-127,"15","Adipor2"
"Bnip23",1.10406198616458e-131,0.695840435993547,0.504,0.329,2.69236555946095e-127,"15","Bnip2"
"Ube2i5",2.09139836128816e-131,0.581291740804173,0.554,0.366,5.10008404383731e-127,"15","Ube2i"
"Snx183",2.80084161056521e-130,0.961779367183322,0.302,0.16,6.83013235152431e-126,"15","Snx18"
"Sorl14",4.34825509180839e-130,0.625008833005739,0.483,0.306,1.06036548668839e-125,"15","Sorl1"
"Tmem50a6",1.74673914837093e-129,0.557842957330656,0.722,0.564,4.25959808721736e-125,"15","Tmem50a"
"N4bp12",1.80747902199963e-129,0.96418827706168,0.354,0.205,4.4077183430483e-125,"15","N4bp1"
"Psmd83",3.63479211320669e-129,0.6618162397395,0.603,0.442,8.86380404726582e-125,"15","Psmd8"
"Ppp2ca3",4.20580298367032e-129,0.706582657129884,0.557,0.394,1.02562711559784e-124,"15","Ppp2ca"
"Snf83",1.67159793821105e-128,0.790130756081282,0.451,0.287,4.07635873212147e-124,"15","Snf8"
"Chmp4b4",2.69047126333807e-127,0.621306086868257,0.66,0.515,6.56098322277622e-123,"15","Chmp4b"
"Tmem1653",3.02668714667744e-127,0.951327587807054,0.342,0.194,7.3808792758876e-123,"15","Tmem165"
"Nedd92",3.65477258880505e-127,0.938449846014837,0.277,0.142,8.91252843505999e-123,"15","Nedd9"
"Coq10b5",6.32788551535114e-127,0.6117980362525,0.445,0.269,1.54311816177353e-122,"15","Coq10b"
"Nmi2",6.45048841471144e-127,0.937428077187821,0.284,0.147,1.57301610481153e-122,"15","Nmi"
"Abi12",7.61829169414957e-127,0.848343417786013,0.428,0.269,1.85779661253531e-122,"15","Abi1"
"AI4135822",1.23214443837476e-126,0.948387831586565,0.308,0.166,3.0047074274207e-122,"15","AI413582"
"Ppt13",6.13310158250895e-126,0.832105180793842,0.375,0.222,1.49561815191063e-121,"15","Ppt1"
"D1Ertd622e4",6.71437735061711e-126,0.933077388937221,0.308,0.167,1.63736806072149e-121,"15","D1Ertd622e"
"Ndufb1-ps6",2.14562831090393e-125,0.434119302293615,0.873,0.791,5.23232919897032e-121,"15","Ndufb1-ps"
"Uba525",2.21229256594381e-125,0.495900343972686,0.713,0.559,5.39489665131058e-121,"15","Uba52"
"Mkrn14",3.71573337700809e-125,0.73248962821242,0.47,0.302,9.06118741317192e-121,"15","Mkrn1"
"Cers2",8.90816884099536e-124,0.978744450172393,0.269,0.137,2.17234605356513e-119,"15","Cers2"
"Zup12",8.00141033820535e-123,1.05125558830714,0.306,0.169,1.95122392507476e-118,"15","Zup1"
"Ywhaz7",9.79657446381189e-123,0.491447849452672,0.905,0.848,2.38899264874517e-118,"15","Ywhaz"
"Rassf12",1.17767162168298e-122,0.924996684235816,0.316,0.175,2.87187001663613e-118,"15","Rassf1"
"C1galt1c14",2.110810482194e-122,1.18988774591411,0.298,0.167,5.14742244187828e-118,"15","C1galt1c1"
"Lamtor12",7.5635779135775e-122,0.714464309924904,0.486,0.325,1.84445411000501e-117,"15","Lamtor1"
"Runx16",1.26783011335768e-121,0.38200847482636,0.474,0.273,3.09173051443403e-117,"15","Runx1"
"Eif4a14",6.09807263125735e-121,0.497569902149069,0.785,0.681,1.48707599185842e-116,"15","Eif4a1"
"Ep3002",2.15505581634468e-120,0.805600020823995,0.427,0.27,5.25531911373814e-116,"15","Ep300"
"Pfkp2",2.93088558021494e-120,0.575863452692865,0.32,0.175,7.14725757591216e-116,"15","Pfkp"
"Ppp4c3",5.84027682714808e-120,0.901253631862373,0.354,0.208,1.42420990706833e-115,"15","Ppp4c"
"Etf13",1.61531464227195e-119,0.76234353679284,0.453,0.295,3.93910628664438e-115,"15","Etf1"
"Mcmbp",1.41637512245982e-118,1.05310104500656,0.263,0.137,3.45397237363051e-114,"15","Mcmbp"
"Atp5e3",3.62132363493355e-118,0.316751689732797,0.959,0.916,8.83095981614896e-114,"15","Atp5e"
"Tmcc14",9.5077240676371e-117,0.906249665612988,0.386,0.24,2.31855359113398e-112,"15","Tmcc1"
"Lbh3",4.90355127777029e-116,0.656342661965838,0.276,0.141,1.19578001459706e-111,"15","Lbh"
"Ywhab3",5.41587653101224e-116,0.495869732094598,0.762,0.643,1.32071565085265e-111,"15","Ywhab"
"Mtdh2",7.32482327583348e-116,0.534719279686833,0.729,0.603,1.78623140404475e-111,"15","Mtdh"
"H132",3.13472425913623e-115,0.765695579557525,0.426,0.271,7.6443385783296e-111,"15","H13"
"Flii1",9.22556438347902e-115,0.888398652916257,0.34,0.199,2.24974613055519e-110,"15","Flii"
"Spg212",1.09942589800892e-114,0.861991245484528,0.362,0.218,2.68105999488455e-110,"15","Spg21"
"Ssr45",2.02360875110309e-114,0.4753217535597,0.707,0.57,4.93477230044e-110,"15","Ssr4"
"Lyst5",2.78518332801216e-112,0.710395098649401,0.421,0.27,6.79194806369044e-108,"15","Lyst"
"Cmpk15",1.00720314386801e-111,0.546482623569659,0.628,0.461,2.45616558663652e-107,"15","Cmpk1"
"Oaz12",1.20385970184631e-111,0.273670749911681,0.982,0.973,2.93573226892242e-107,"15","Oaz1"
"Tm9sf43",1.57257910055471e-111,0.917897946800245,0.34,0.202,3.83489139461271e-107,"15","Tm9sf4"
"Snrpe4",3.16337486594754e-111,0.486741263757586,0.678,0.532,7.71420594809966e-107,"15","Snrpe"
"Acap23",1.22033217134507e-110,0.841435270887558,0.373,0.229,2.97590203304208e-106,"15","Acap2"
"Smc64",1.49233594886775e-110,1.15583090466345,0.453,0.323,3.63921044490888e-106,"15","Smc6"
"Ptbp37",1.72647176623209e-108,0.499354368849088,0.71,0.555,4.21017404913357e-104,"15","Ptbp3"
"Snx12",3.12915994329677e-108,0.919018826584831,0.309,0.177,7.6307694377235e-104,"15","Snx1"
"Lnpep3",1.02372612122012e-107,0.74165040773352,0.465,0.314,2.49645851920739e-103,"15","Lnpep"
"Rab74",1.17846664889814e-105,0.587006889818064,0.512,0.353,2.87380877000299e-101,"15","Rab7"
"Gnai34",3.0407660708848e-105,0.78746651841867,0.333,0.194,7.41521214045966e-101,"15","Gnai3"
"Plekhm34",3.06705699139148e-105,0.996995661682069,0.264,0.143,7.47932517920725e-101,"15","Plekhm3"
"Fcho25",1.01850280769179e-104,0.74563310388876,0.453,0.306,2.48372094683721e-100,"15","Fcho2"
"Lmnb12",1.52881078344301e-104,1.03855122877462,0.272,0.152,3.72815797650414e-100,"15","Lmnb1"
"Polr1d5",3.86786962637708e-104,0.538947372091427,0.611,0.462,9.43218687088316e-100,"15","Polr1d"
"Ifrd14",8.79941523416015e-104,0.720702313582324,0.478,0.333,2.14582539900229e-99,"15","Ifrd1"
"Myl12a8",2.73736108071157e-103,0.393390598588738,0.637,0.452,6.67532873142322e-99,"15","Myl12a"
"Mpp62",5.55594648167129e-103,0.883808486418613,0.278,0.154,1.35487310902036e-98,"15","Mpp6"
"M6pr2",7.23145614388901e-103,0.688700549746744,0.453,0.304,1.76346289524877e-98,"15","M6pr"
"Sri4",1.26577018361941e-102,0.525306390313621,0.546,0.385,3.08670716977429e-98,"15","Sri"
"Rnf19b2",1.53799087628457e-100,1.03996787690639,0.254,0.139,3.75054455090755e-96,"15","Rnf19b"
"Lactb1",8.04126314591266e-100,0.883379717850763,0.274,0.152,1.96094243076226e-95,"15","Lactb"
"Sirt7",3.02527421058677e-99,0.909287769821643,0.278,0.157,7.3774336899369e-95,"15","Sirt7"
"Anp32a5",5.06909613057663e-99,0.5483215502759,0.639,0.491,1.23614978240242e-94,"15","Anp32a"
"Acaa23",1.37678392624551e-98,0.768821467454667,0.29,0.163,3.35742528254231e-94,"15","Acaa2"
"Mknk23",4.85340577065734e-98,0.863105416580684,0.281,0.158,1.1835515312325e-93,"15","Mknk2"
"Eif3e7",1.02609132995615e-96,0.509327162703092,0.653,0.512,2.50222631723108e-92,"15","Eif3e"
"Uvrag4",1.42619850210535e-96,0.746865568554141,0.384,0.246,3.4779276672341e-92,"15","Uvrag"
"Pdcd104",6.23973687842925e-96,0.607706134470908,0.499,0.354,1.52162223517376e-91,"15","Pdcd10"
"Eef25",7.86920216359071e-96,0.28774347762552,0.922,0.865,1.91898363961323e-91,"15","Eef2"
"6430548M08Rik4",1.11411559669801e-95,0.952412596333614,0.266,0.149,2.71688229410778e-91,"15","6430548M08Rik"
"Atp13a34",1.23674334729284e-95,0.764599299106213,0.306,0.177,3.01592232670832e-91,"15","Atp13a3"
"Wdr13",1.32321936436231e-95,0.655869081428662,0.454,0.308,3.22680274193394e-91,"15","Wdr1"
"Nin5",1.79943813095176e-95,0.521751244434296,0.506,0.338,4.38810982613895e-91,"15","Nin"
"Hfe5",9.56148860573126e-95,1.33143802503114,0.263,0.153,2.33166461139363e-90,"15","Hfe"
"Nampt4",4.5281098033459e-94,0.820383937608273,0.298,0.174,1.10422485664393e-89,"15","Nampt"
"Scarb24",6.05467961971581e-94,0.766388622023934,0.314,0.186,1.4764941720639e-89,"15","Scarb2"
"Slc12a63",1.00797847329845e-93,0.78650801870532,0.321,0.193,2.4580563049856e-89,"15","Slc12a6"
"Srsf52",2.43567106213475e-92,0.448884320147373,0.772,0.685,5.93962745212179e-88,"15","Srsf5"
"Eif5a5",4.98414553062609e-92,0.37548376870586,0.819,0.763,1.21543372909848e-87,"15","Eif5a"
"Eif4e23",1.06083137158614e-91,0.710251915426588,0.368,0.233,2.58694338274996e-87,"15","Eif4e2"
"Fis14",2.59292533211685e-91,0.4682509908918,0.74,0.627,6.32310771490016e-87,"15","Fis1"
"Rps27l4",1.72669398517557e-90,0.399120244808294,0.74,0.627,4.21071595224915e-86,"15","Rps27l"
"Plxnb27",2.59378587610042e-90,0.760362992763514,0.384,0.252,6.32520623745848e-86,"15","Plxnb2"
"Mef2d",1.82520971644935e-89,0.892518103187348,0.251,0.14,4.45095641453338e-85,"15","Mef2d"
"Kpna44",2.54724824219467e-89,0.787082718008092,0.409,0.279,6.21171956341593e-85,"15","Kpna4"
"Ube2f5",4.22850280553737e-89,0.857434326978761,0.314,0.193,1.03116269415834e-84,"15","Ube2f"
"Bcl2l113",9.01351872508413e-89,0.736166192811582,0.252,0.139,2.19803667629902e-84,"15","Bcl2l11"
"Npm34",1.36099960338743e-88,0.792374973121839,0.262,0.147,3.31893363282058e-84,"15","Npm3"
"Tmem1677",2.92549749443387e-88,0.581576501966101,0.539,0.403,7.13411818992642e-84,"15","Tmem167"
"Srp92",3.32610922663295e-88,0.475072451901652,0.637,0.504,8.11104996006712e-84,"15","Srp9"
"Ap2s15",5.14779836426282e-88,0.529112146605321,0.554,0.413,1.25534210910913e-83,"15","Ap2s1"
"Smap25",5.61567443040985e-88,0.551311849257129,0.403,0.26,1.36943836659975e-83,"15","Smap2"
"Asph5",1.21439794992196e-87,0.833516159163089,0.308,0.188,2.9614308406797e-83,"15","Asph"
"Lgals3bp4",1.85850922914571e-86,0.616823725282504,0.253,0.14,4.53216060619473e-82,"15","Lgals3bp"
"Atg32",9.9235005699495e-86,0.652113415642935,0.413,0.279,2.41994484898789e-81,"15","Atg3"
"Nfe2l26",1.12606073067224e-85,0.580534093700894,0.685,0.582,2.74601169781732e-81,"15","Nfe2l2"
"Rbfa",1.00179277319727e-84,0.830275644919848,0.263,0.151,2.44297185671887e-80,"15","Rbfa"
"Slc43a24",1.06948912002268e-84,0.800099681396049,0.304,0.185,2.60805616808731e-80,"15","Slc43a2"
"Mapk32",4.24237399609039e-84,0.641805942094449,0.367,0.236,1.0345453226866e-79,"15","Mapk3"
"Ankle21",1.40891594916091e-83,0.904525403105843,0.263,0.154,3.43578243362381e-79,"15","Ankle2"
"Ostc4",2.50989034971579e-83,0.545230662195371,0.453,0.31,6.12061860681692e-79,"15","Ostc"
"Dennd5a6",3.05856914482804e-83,0.71910742923255,0.313,0.191,7.45862671657766e-79,"15","Dennd5a"
"Pbxip15",1.48599255666951e-82,0.772733794886706,0.309,0.189,3.62374144869426e-78,"15","Pbxip1"
"Eif4ebp23",7.5179287586421e-82,0.721320536285363,0.366,0.24,1.83332210708246e-77,"15","Eif4ebp2"
"Bzw14",1.52723279557759e-81,0.466214618186929,0.593,0.46,3.72430989529551e-77,"15","Bzw1"
"Rbbp83",2.33665176387449e-81,0.767515533051509,0.31,0.191,5.69815899138432e-77,"15","Rbbp8"
"Tuba1c5",3.87100716602143e-81,0.542411457327806,0.292,0.17,9.43983807505987e-77,"15","Tuba1c"
"Eps152",8.99613306157698e-81,0.703063686270612,0.33,0.208,2.19379700839616e-76,"15","Eps15"
"Snrpb23",1.38167249126245e-80,0.698577661349711,0.356,0.231,3.36934653719262e-76,"15","Snrpb2"
"Snx106",3.83314273138471e-80,0.637593260681603,0.389,0.258,9.34750186475476e-76,"15","Snx10"
"Gabarap3",1.03794192534129e-79,0.266197546415015,0.9,0.849,2.53112517913727e-75,"15","Gabarap"
"Mef2a7",1.53945747623186e-79,0.499684854357988,0.606,0.465,3.75412100153901e-75,"15","Mef2a"
"Osgep1",7.83778541234406e-79,0.769451486141351,0.287,0.174,1.91132235065422e-74,"15","Osgep"
"Cmas2",1.94247292362403e-78,0.785822331360211,0.281,0.17,4.73691447154957e-74,"15","Cmas"
"Itpr15",3.21184329670774e-78,0.683559396390652,0.264,0.153,7.83240106335149e-74,"15","Itpr1"
"Dgkd1",3.26191381110855e-78,0.731929390510907,0.25,0.143,7.9545030197693e-74,"15","Dgkd"
"Adam103",1.39419298679308e-77,0.606341353246995,0.307,0.187,3.3998790175936e-73,"15","Adam10"
"Hnrnph21",3.55029594966924e-77,0.671563265861497,0.378,0.253,8.6577517028634e-73,"15","Hnrnph2"
"Tpp22",7.75153984692626e-77,0.736004469305904,0.319,0.202,1.89029050707144e-72,"15","Tpp2"
"Lasp13",8.47283832470567e-77,0.727720112391654,0.286,0.173,2.06618635386272e-72,"15","Lasp1"
"Utp14a1",2.06578494976163e-76,0.835169647944797,0.258,0.152,5.0376231784887e-72,"15","Utp14a"
"Tsc22d35",2.37616159081028e-76,0.545712499450265,0.271,0.157,5.79450765534995e-72,"15","Tsc22d3"
"Socs37",2.97348326437673e-76,0.319698934654403,0.441,0.285,7.25113628850909e-72,"15","Socs3"
"Hipk13",3.11571398072193e-76,0.650825194341128,0.398,0.274,7.5979801133885e-72,"15","Hipk1"
"Xiap2",1.90277029288107e-75,0.627344546702972,0.404,0.278,4.64009563621978e-71,"15","Xiap"
"Stx162",4.20437262861211e-75,0.810796503247434,0.258,0.153,1.02527830921335e-70,"15","Stx16"
"Nipa22",4.31875005421162e-75,0.730878599555345,0.365,0.247,1.05317038822005e-70,"15","Nipa2"
"Ythdf3",5.72952796408731e-75,0.784251981882624,0.284,0.174,1.39720268932233e-70,"15","Ythdf3"
"Alcam4",1.13505230373691e-74,0.467178926657544,0.294,0.174,2.76793854789282e-70,"15","Alcam"
"Vcpip11",7.6149792421327e-74,0.859373402463981,0.25,0.148,1.85698883798648e-69,"15","Vcpip1"
"Emd6",8.35646714447681e-74,0.580205544129449,0.388,0.262,2.03780807785212e-69,"15","Emd"
"Rap2a7",3.47591858249902e-73,0.774350673934988,0.305,0.194,8.4763750552821e-69,"15","Rap2a"
"Arf62",1.97440389387437e-72,0.663672371649906,0.317,0.202,4.81478133560205e-68,"15","Arf6"
"Sept113",2.26299100285651e-72,0.611272975341462,0.285,0.173,5.51852985956589e-68,"15","Sept11"
"Cox7a2l6",2.31330400419078e-72,0.355412619708948,0.795,0.72,5.64122314461964e-68,"15","Cox7a2l"
"Rbm35",3.51747008767745e-72,0.340999029684914,0.874,0.832,8.57770255581024e-68,"15","Rbm3"
"Spag94",1.22984496278394e-71,0.488875234285689,0.591,0.471,2.99909992624492e-67,"15","Spag9"
"Gna133",1.31282853106153e-71,0.607699237073765,0.287,0.175,3.20146365584664e-67,"15","Gna13"
"Raly4",2.83596401114523e-71,0.578973077540889,0.441,0.315,6.91578183757875e-67,"15","Raly"
"Tmem179b2",8.03081015067721e-71,0.678234476932815,0.332,0.217,1.95839336334414e-66,"15","Tmem179b"
"Dlst1",9.17700951960333e-71,0.787889671014745,0.277,0.172,2.23790554145047e-66,"15","Dlst"
"Cdc42se25",1.50542765651913e-70,0.711105518511832,0.299,0.188,3.67113588318756e-66,"15","Cdc42se2"
"Fndc3a1",4.59002904133986e-70,0.704929995792634,0.372,0.256,1.11932448202114e-65,"15","Fndc3a"
"Lsm54",6.26403404174051e-70,0.714678885583845,0.343,0.231,1.52754734141884e-65,"15","Lsm5"
"Tram14",8.49130977487643e-70,0.534968825012315,0.447,0.321,2.07069080170137e-65,"15","Tram1"
"Pcna5",1.37898682252263e-69,0.770601074853656,0.346,0.234,3.36279726540369e-65,"15","Pcna"
"Ak22",5.39778652985415e-69,0.713515880814566,0.333,0.221,1.31630422317023e-64,"15","Ak2"
"Git24",5.47459018158444e-69,0.594548868265811,0.311,0.197,1.33503356168118e-64,"15","Git2"
"Ost42",1.01561799762427e-68,0.424508528610462,0.631,0.502,2.47668604900653e-64,"15","Ost4"
"Nrbp12",4.39317033340189e-68,0.696846687008122,0.29,0.183,1.07131851750339e-63,"15","Nrbp1"
"Atp11b3",5.85074578806042e-68,0.643633973001307,0.375,0.259,1.42676286787641e-63,"15","Atp11b"
"Far13",6.79196761091022e-68,0.646736352217377,0.34,0.226,1.65628922159657e-63,"15","Far1"
"Susd65",4.9542905237878e-67,0.643871740833411,0.372,0.256,1.20815328713089e-62,"15","Susd6"
"Morf4l14",2.33512087387401e-66,0.252910056045838,0.905,0.871,5.69442576302915e-62,"15","Morf4l1"
"Tmem2193",3.89019743924002e-66,0.684409041270132,0.302,0.195,9.48663547533071e-62,"15","Tmem219"
"Fbl5",4.4420783705594e-66,0.608404592832911,0.338,0.225,1.08324523144461e-61,"15","Fbl"
"Ddx541",4.95307107845033e-66,0.674644008789419,0.275,0.171,1.2078559131909e-61,"15","Ddx54"
"Parl4",2.16745509536837e-65,0.745329335768984,0.295,0.191,5.2855559955653e-61,"15","Parl"
"Taf1d6",3.03073125682011e-65,0.580089566820523,0.345,0.229,7.39074124288152e-61,"15","Taf1d"
"Midn6",9.59890421825696e-65,0.660947484739159,0.323,0.214,2.34078878266414e-60,"15","Midn"
"Chd13",1.07933458221263e-64,0.643958829859946,0.331,0.221,2.63206531218373e-60,"15","Chd1"
"Mcts13",1.40019925278062e-64,0.702951815699756,0.311,0.205,3.41452589783082e-60,"15","Mcts1"
"Aph1a1",1.46039175806123e-64,0.718735954472017,0.262,0.162,3.56131134120811e-60,"15","Aph1a"
"Ilrun4",1.84080263593876e-64,0.698370201175815,0.379,0.271,4.48898130800027e-60,"15","Ilrun"
"Kxd13",1.89695852105474e-64,0.660666899204871,0.32,0.212,4.62592304944408e-60,"15","Kxd1"
"Plekhf21",2.48297205117656e-64,0.757593541241874,0.258,0.16,6.05497564399917e-60,"15","Plekhf2"
"Crk3",1.3938825400703e-63,0.689842678076894,0.342,0.235,3.39912196221543e-59,"15","Crk"
"Ap3b11",1.45742881806485e-63,0.7077524346357,0.279,0.178,3.55408591573295e-59,"15","Ap3b1"
"Dmac11",2.00319993482e-63,0.72313992155039,0.259,0.161,4.88500336105205e-59,"15","Dmac1"
"1810058I24Rik5",4.54975716191217e-63,0.49781155886324,0.416,0.295,1.1095037815039e-58,"15","1810058I24Rik"
"Sp31",1.95087773405302e-62,0.637444062458408,0.343,0.234,4.7574104422617e-58,"15","Sp3"
"Nmt14",5.44206229371998e-62,0.585265276608644,0.405,0.29,1.32710131094656e-57,"15","Nmt1"
