"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Mrpl33",1.42585822621352e-22,-0.49332628411595,1,1,3.47709787044429e-18
"Map1lc3b",1.42922722999191e-22,-0.353053151524612,1,1,3.48531352305826e-18
"Mpc2",1.45337035605835e-22,-0.428430720174098,1,1,3.54418895028389e-18
"S100a8",1.64004639828611e-22,1.93803919816735,1,0,3.99941714686051e-18
"Fis1",1.71125052796983e-22,-0.354913206723969,1,1,4.17305553750722e-18
"Pnrc1",1.84777498950024e-22,-0.413525358545876,1,1,4.50598408939529e-18
"Cox7b",1.98018589804996e-22,-0.358964213552303,1,1,4.82888133098464e-18
"Rpl36",2.6751394631252e-22,-0.328975935573948,1,1,6.52359509477712e-18
"Cacybp",2.91169161448192e-22,-0.387875927946227,1,1,7.1004511710756e-18
"Rps7",3.7994270880942e-22,-0.368268810582472,1,1,9.26528289702651e-18
"Srsf3",4.19602271191745e-22,-0.365128842595709,1,1,1.02324209852819e-17
"Pomp",4.28582155892398e-22,-0.494710546927194,1,1,1.0451404453592e-17
"Cd47",4.5195033775202e-22,-0.385304998280105,1,1,1.10212609364208e-17
"Nat14",4.74509840505587e-22,-0.432697462673818,1,1,1.15713969705692e-17
"Tomm6",5.04089044433242e-22,-0.387341219633133,1,1,1.2292715437549e-17
"Pfdn5",5.43682241246435e-22,-0.39100534465488,1,1,1.32582351350356e-17
"Tle5",5.95688987998731e-22,-0.587575757277365,1,1,1.45264716613371e-17
"Gabarapl2",6.23176250825377e-22,-0.376317393047035,1,1,1.51967760526277e-17
"Sh3bgrl3",6.59714423718731e-22,-0.61282040155441,1,1,1.6087795936805e-17
"Rpl21",8.97717190019985e-22,-0.301472462210647,1,1,2.18917313958273e-17
"Btg1",9.41005251741278e-22,-0.65149800896062,1,1,2.29473540689628e-17
"Eef1b2",1.07870006762167e-21,-0.486111010344035,1,1,2.63051798490219e-17
"Serf2",1.1761595253623e-21,-0.44558152912567,1,1,2.8681826185485e-17
"Rpl36a",1.2468416797676e-21,-0.602158183903667,1,1,3.04054812028126e-17
"Rps27l",1.46350735090601e-21,-0.454563963746878,1,1,3.56890902591941e-17
"Tmbim6",1.53556494049879e-21,-0.319049171976263,1,1,3.74462866390034e-17
"Jakmip1",1.64454796022755e-21,-0.263805259727649,1,1,4.01039465581091e-17
"Selenos",1.79227599995082e-21,-0.43378984665423,1,1,4.37064425348007e-17
"Srsf7",2.04222393009856e-21,-0.596442144312217,1,1,4.98016727593834e-17
